"","Code","Country.Name","zoo_EID_counts_binom","zoo_EID_counts_pois","Ad_zoo_EID_counts_pois","Agricultural_land","GDP","Population","Population_density","Popolation_growth","Precipitation","Livestock_density","Forest_coverage","Temperature","Aves_richness","Mammalian_richness","Im_counts","Ex_counts","Year","RE","RB","Im_counts_scaled","Ex_counts_scaled","Mammalian_richness_scaled","Aves_richness_scaled","Temperature_scaled","Livestock_density_scaled","Precipitation_scaled","Population_density_scaled","GDP_scaled","GDP_p_c","GDP_p_scaled","Popolation_growth_scaled","Forest_coverage_scaled","Agricultural_land_scaled"
"60",121,"Maldives",1,1,15,30,1950612613,287324,941.69,1.568301447,1972,NA,2.73,27.68,167,27,252,0,2000,2,6.960782949,-0.371036845,-0.714635347,-1.441565688,-1.599512426,1.630535938,NA,1.69058423,5.294140288,-0.700016221,6788.895508,-0.973873992,0.34047116,-1.502673097,-0.753882754
"61",123,"Malta",1,1,19,34.375,4659169826,379905,1179.434375,0.697143007,560,3.95,1.09,19.1,357,28,11378,22,1995,2,5.264474013,-0.333749577,-0.714170918,-1.436278449,-1.140611164,0.575549574,5.845779336,-0.752612779,6.806491216,-0.699377981,12264.03924,-0.665022989,-0.513614412,-1.587735937,-0.525697497
"62",133,"Morocco",1,1,135,68.68025991,56160910544,28176997,63.98031593,1.330562927,346,0.21,12.34,18,440,135,148,61.064,2000,21,0.74528879,-0.371385387,-0.713346261,-0.870543886,-0.94014377,0.440294911,-0.733077354,-1.122899012,-0.289188678,-0.687242186,1993.147479,-1.244400514,0.107391813,-1.004225604,1.263549257
"63",147,"Norway",1,1,16,2.841935802,2.81e+11,4431464,12.06086068,0.542219936,1414,1.37,33.18,2.17,444,90,1726.776,7143.532,1997,28,6.318453676,-0.366094335,-0.563832432,-1.108469637,-0.930482691,-1.506142635,1.307423652,0.725071531,-0.619461209,-0.634261433,63410.19582,2.220114383,-0.665501317,0.076694869,-2.170355865
"64",148,"Oman",1,1,33,3.460420032,43900511060,2279727,7.472051696,1.431673376,125,0.43,0.01,27.59,480,84,28,6,1999,7,3.070543096,-0.371787551,-0.714508685,-1.140193071,-0.843532978,1.619469647,-0.346085784,-1.505297411,-0.648651761,-0.690131209,19256.91588,-0.270557186,0.206520711,-1.643752928,-2.138097812
"65",153,"Paraguay",1,1,33,36.92459099,20358064560,4495301,11.58801158,2.387483392,1130,0.54,61.08,23.81,707,176,13,66,1995,14,3.114363198,-0.371837821,-0.71324206,-0.653767091,-0.295266733,1.154685445,-0.152589999,0.233663634,-0.622469119,-0.695678716,4528.743361,-1.101368409,1.143598866,1.523800493,-0.392719423
"66",154,"Peru",1,1,27,15.04740055,64450383792,19285646,15.06691094,2.407407174,1738,0.32,NA,19.3,1893,522,9.788,45653,1984,93,3.768836249,-0.371848586,0.24911837,1.175617571,2.569243251,0.60014133,-0.539581569,1.285691808,-0.600338977,-0.685288867,3341.883585,-1.168318768,1.163132184,NA,-1.533759954
"67",154,"Peru",1,1,27,15.09679336,65778791319,19746610,15.42703906,2.362074241,1738,0.33,NA,19.11,1893,522,165,25195,1985,93,3.768836249,-0.371328414,-0.182758474,1.175617571,2.569243251,0.576779161,-0.521991043,1.285691808,-0.598048113,-0.684975843,3331.143488,-1.168924613,1.118687681,NA,-1.531183791
"68",154,"Peru",1,1,30,18.49375,96608702937,27623341,21.58073516,1.051135337,1738,0.33,58.53,19.69,1893,522,133,54218,2003,93,3.366718023,-0.371435658,0.429929063,1.175617571,2.569243251,0.648095256,-0.521991043,1.285691808,-0.558902926,-0.677711128,3497.357649,-1.159548528,-0.166559585,1.391538151,-1.35400998
"69",157,"Portugal",1,1,21,43.31147541,1.45e+11,9983218,109.1062077,-0.21794848,854,0.67,37.15,15.92,513,109,67707.084,11,1990,48,4.778484873,-0.144970352,-0.714403133,-1.008012098,-0.763829075,0.184540641,0.076086838,-0.243901787,-0.00213169,-0.666308274,14524.37481,-0.537518225,-1.410772035,0.282609182,-0.059601054
"70",157,"Portugal",1,1,22,40.00884376,1.96e+11,10514844,114.8034065,-0.405421788,854,0.62,35.77,15.78,513,109,1083.016,313,2012,48,4.564975001,-0.368251809,-0.708027788,-1.008012098,-0.763829075,0.167326412,-0.011865792,-0.243901787,0.034109605,-0.654290709,18640.31459,-0.305339456,-1.594571262,0.211031915,-0.231855192
"71",161,"Russian Federation",1,1,193,13.52237194,NA,138027000,8.421441188,0.703053204,NA,0.21,NA,-5.54,712,326,0,0,1979,77,0.519330284,-0.371881389,-0.714635347,0.139318745,-0.283190384,-2.454154858,-0.733077354,NA,-0.642612459,NA,NA,NA,-0.507820042,NA,-1.613300307
"72",166,"Saudi Arabia",1,1,31,57.44130549,2.84e+11,16004763,7.445149301,4.156068549,59,0.02,0.45,25.47,471,99,2810.224,86.25,1990,63,3.29050127,-0.362463307,-0.712814574,-1.060884487,-0.865270406,1.358797026,-1.067297346,-1.619497837,-0.648822893,-0.633554518,17744.71762,-0.355859777,2.877523483,-1.620931191,0.677363268
"73",166,"Saudi Arabia",1,1,30,67.35157162,3.38e+11,18888857,8.786781815,2.798784853,59,0.02,0.45,25.4,471,99,3660,240,1995,63,3.335299748,-0.359615399,-0.709568848,-1.060884487,-0.865270406,1.350189911,-1.067297346,-1.619497837,-0.640288436,-0.620830037,17894.14786,-0.347430468,1.546839686,-1.620931191,1.194249353
"74",179,"Spain",1,1,15,61.01233381,7.37e+11,38867322,77.82180442,0.101828843,636,0.42,27.84,14.06,550,140,82838.074,142,1990,283,7.109341969,-0.094260907,-0.711637669,-0.844107692,-0.674464092,-0.044162696,-0.36367631,-0.621109258,-0.201139537,-0.526810263,18961.94443,-0.287196425,-1.097261673,-0.200278035,0.863616071
"75",185,"Sudan",1,1,79,46.42255892,27288191298,14066007,5.920036616,4.125336666,NA,0.082721422,NA,27.44,955,261,0,2,1976,30,1.272644332,-0.371881389,-0.714593127,-0.204351784,0.303720178,1.60102583,-0.956967066,NA,-0.658524513,-0.694045711,1940.009791,-1.247397993,2.84739388,NA,0.102662578
"76",185,"Sudan",1,1,118,36.51346895,78149724140,35159792,18.82215846,2.127629014,250,0.43,10.56,28.16,955,261,8,1678,2012,30,0.853247368,-0.371854578,-0.679212073,-0.204351784,0.303720178,1.689556154,-0.346085784,-1.289008724,-0.576450917,-0.682060774,2222.701549,-1.231451447,0.888837086,-1.096549906,-0.414162163
"77",187,"Sweden",1,1,10,8.000693279,3.2e+11,8850974,21.71667039,0.057262203,624,0.72,69.07,3.2,452,88,627.56,56,1997,92,10.39433626,-0.369778207,-0.713453164,-1.119044115,-0.911160533,-1.379495088,0.164039468,-0.641872972,-0.558038208,-0.625071531,36154.21308,0.682613628,-1.140954901,1.938222498,-1.901292459
"78",188,"Switzerland",1,1,8,41.1039996,4.15e+11,6504124,164.5405652,0.520391611,1537,1.43,NA,5.48,384,99,28359.894,11268,1986,89,12.61296023,-0.276837081,-0.476763206,-1.060884487,-1.075398879,-1.099149061,1.412966807,0.937899599,0.350500006,-0.60268587,63805.6716,2.242423038,-0.686901853,NA,-0.174735554
"79",188,"Switzerland",1,1,8,40.98256976,4.21e+11,6545106,165.577323,0.628115755,1537,1.41,NA,5.3,384,99,34600.569,6420.094,1987,89,12.61296023,-0.255922311,-0.579104507,-1.060884487,-1.075398879,-1.121281642,1.377785755,0.937899599,0.357095079,-0.601272039,64322.86964,2.271598004,-0.581288875,NA,-0.181068925
"80",188,"Switzerland",1,1,8,40.73971009,4.54e+11,6646912,168.1527992,0.808536056,1537,1.4,NA,6.36,384,99,24941.022,1992,1989,89,12.61296023,-0.288294963,-0.672583403,-1.060884487,-1.075398879,-0.990945331,1.360195229,0.937899599,0.373478322,-0.593495968,68302.39365,2.496081606,-0.404404432,NA,-0.193735667
"81",192,"Thailand",1,1,36,38.75589657,3.19e+11,66319525,130.8045842,0.761916078,1622,0.49,38.66,26.65,987,339,3852.77,118.666,2007,185,2.789525407,-0.358969357,-0.712130259,0.208052851,0.381008811,1.503888391,-0.240542628,1.084975907,0.135897064,-0.625307169,4810.046513,-1.085500194,-0.450110756,0.360929235,-0.297204695
"82",198,"Turkiye",1,1,175,51.3298598,5.9e+11,69601333,91.56200902,1.238731837,593,0.34,27.03,11.79,454,169,106306,2770,2007,40,0.574701637,-0.015611361,-0.656159501,-0.690777763,-0.906329993,-0.323279136,-0.504400517,-0.695512566,-0.113734688,-0.561449127,8476.849143,-0.878657099,0.017360419,-0.242290779,0.358610855
"83",202,"Uganda",1,1,35,68.38246334,20299025450,27946588,148.2898954,2.933540992,1180,0.38,14.38,23.57,1036,355,12,1253.986,2007,80,2.862603478,-0.371841172,-0.688163184,0.292648674,0.499357031,1.125175337,-0.434038413,0.320179109,0.247125465,-0.695692628,726.3507606,-1.315860088,1.678954888,-0.898415731,1.248017192
"84",202,"Uganda",1,1,42,71.88809096,28279643270,33295738,170.9220776,2.893707869,1180,0.61,13.3,22.98,1036,355,7,408.907,2012,80,2.40270992,-0.371857929,-0.706003152,0.292648674,0.499357031,1.052629654,-0.029456317,0.320179109,0.391094389,-0.693812087,849.3472429,-1.308921898,1.639902411,-0.954432723,1.430858915
"85",205,"United Kingdom",1,1,14,76.74947299,1.25e+12,56211968,232.3480676,-0.024603833,1220,1.01,NA,8.94,562,99,24188,35687,1976,429,7.384723963,-0.290818613,0.038731987,-1.060884487,-0.645480854,-0.673711669,0.674164719,0.389391489,0.781840344,-0.405927697,22237.25738,-0.102437131,-1.221216536,NA,1.68441222
"86",205,"United Kingdom",1,1,14,76.42706568,1.28e+12,56193492,232.2716984,-0.032873848,1220,0.96,NA,8.49,562,99,26808.572,51344.804,1977,429,7.384723963,-0.282036124,0.369274707,-1.060884487,-0.645480854,-0.729043122,0.586212089,0.389391489,0.781354541,-0.398858541,22778.43847,-0.071909289,-1.229324476,NA,1.667596541
"87",205,"United Kingdom",1,1,14,76.34026371,1.35e+12,56314216,232.7707023,0.119517254,1220,0.95,NA,8.44,562,99,35362.64,126479.052,1980,429,7.384723963,-0.253368335,1.955389766,-1.060884487,-0.645480854,-0.735191061,0.568621563,0.389391489,0.784528828,-0.382363844,23972.63242,-0.004545213,-1.079919918,NA,1.663069243
"88",205,"United Kingdom",1,1,14,75.56317943,1.37e+12,56313641,232.7683255,-0.035842794,1220,0.95,NA,8.78,562,99,58304.564,27856.16811,1982,429,7.384723963,-0.176481612,-0.126580114,-1.060884487,-0.645480854,-0.693385075,0.568621563,0.389391489,0.784513709,-0.377651073,24328.03093,0.015502697,-1.232235237,NA,1.622539145
"89",205,"United Kingdom",1,3,41,75.29450668,1.43e+12,56332848,232.8477163,0.034101374,1220,0.97,NA,8.94,562,99,39987.891,21988.42351,1983,429,7.384723963,-0.237867438,-0.25045063,-1.060884487,-0.645480854,-0.673711669,0.603802615,0.389391489,0.785018734,-0.363512761,25384.83408,0.075116605,-1.163661827,NA,1.60852608
"90",205,"United Kingdom",1,3,41,74.93903195,1.57e+12,56681396,234.288414,0.23161023,1220,1,NA,7.79,562,99,86625.925,38173.895,1986,429,7.384723963,-0.081566442,0.091231369,-1.060884487,-0.645480854,-0.81511427,0.656574193,0.389391489,0.794183369,-0.330523367,27698.68265,0.205640019,-0.970023728,NA,1.589985716
"91",205,"United Kingdom",1,1,14,76.15012607,1.75e+12,56928327,235.3090853,0.222063894,1220,0.99,NA,8.91,562,99,151191.202,226070.938,1988,429,7.384723963,0.134815259,4.057815681,-1.060884487,-0.645480854,-0.677400433,0.638983667,0.389391489,0.800676112,-0.288108431,30740.40802,0.377222717,-0.979382976,NA,1.653152304
"92",205,"United Kingdom",1,1,14,71.95883107,1.91e+12,57865745,239.1838342,0.254586487,1220,1.06,11.77,9.05,562,99,103407.274,20696.37,1994,429,7.384723963,-0.025326045,-0.277726414,-1.060884487,-0.645480854,-0.660186203,0.762117348,0.389391489,0.825324351,-0.250406266,33007.43817,0.50510512,-0.947497757,-1.033790128,1.434548481
"93",205,"United Kingdom",1,1,15,71.02054313,2.73e+12,63700215,263.3001901,0.695353132,1220,0.88,12.8,8.89,562,99,4706.493,2906.883,2012,429,6.734671147,-0.356108221,-0.653269845,-1.060884487,-0.645480854,-0.679859608,0.445487882,0.389391489,0.978734471,-0.057182671,42856.99821,1.060715466,-0.515369209,-0.980366515,1.385610544
"94",206,"United States",1,1,9,46.96581271,6.23e+12,218035000,23.80565042,0.950220049,715,0.36,NA,8.4,1036,465,107,36,1976,3013,11.24980195,-0.371522793,-0.713875373,0.874244953,0.499357031,-0.740109412,-0.469219465,-0.484414807,-0.544749688,0.767552187,28573.39418,0.2549822,-0.265497146,NA,0.130996865
"95",206,"United States",1,2,18,46.98470132,6.52e+12,220239000,24.0462891,1.005771996,715,0.35,NA,9.08,1036,465,18687.344,31016,1977,3013,11.24980195,-0.30925331,-0.059874756,0.874244953,0.499357031,-0.656497439,-0.486809991,-0.484414807,-0.543218926,0.835887361,29604.20271,0.31312976,-0.2110339,NA,0.131982031
"96",206,"United States",1,3,27,46.74799322,6.88e+12,222585000,24.30243172,1.05957308,715,0.33,NA,8.56,1036,465,65136.24,55576.148,1978,3013,11.24980195,-0.153586184,0.458600129,0.874244953,0.499357031,-0.720436007,-0.521991043,-0.484414807,-0.541589539,0.920717232,30909.54018,0.386763405,-0.158287204,NA,0.119636134
"97",206,"United States",1,1,9,46.74799322,7.1e+12,225055000,24.57211299,1.103576565,715,0.33,NA,8.39,1036,465,85744.96242,73533.064,1979,3013,11.24980195,-0.084518868,0.837678055,0.874244953,0.499357031,-0.741339,-0.521991043,-0.484414807,-0.53987403,0.972557709,31547.84386,0.4227699,-0.115146094,NA,0.119636134
"98",206,"United States",1,3,27,46.74799322,7.08e+12,227225000,24.80903945,0.959589923,715,0.33,NA,8.92,1036,465,232961.9785,172221.7907,1980,3013,11.24980195,0.408858839,2.921037904,0.874244953,0.499357031,-0.676170845,-0.521991043,-0.484414807,-0.538366882,0.967844939,31158.54329,0.400809586,-0.256310902,NA,0.119636134
"99",206,"United States",1,3,27,46.74799322,7.26e+12,229466000,25.05371789,0.981415437,715,0.35,NA,9.51,1036,465,596885.5075,139446.05,1981,3013,11.24980195,1.628498803,2.229128458,0.874244953,0.499357031,-0.603625162,-0.486809991,-0.484414807,-0.536810422,1.010259874,31638.67414,0.427893605,-0.234913122,NA,0.119636134
"100",206,"United States",1,2,18,47.10130845,7.46e+12,233792000,25.52604226,0.914378513,715,0.33,NA,8.71,1036,465,403227.5948,136317.442,1983,3013,11.24980195,0.979480779,2.163082249,0.874244953,0.499357031,-0.701992189,-0.521991043,-0.484414807,-0.533805849,1.05738758,31908.70517,0.443125964,-0.300636264,NA,0.138063866
"101",206,"United States",1,3,27,47.10130845,8e+12,235825000,25.74801069,0.865817336,715,0.33,NA,8.6,1036,465,366836.6495,89184.072,1984,3013,11.24980195,0.8575215,1.168077309,0.874244953,0.499357031,-0.715517656,-0.521991043,-0.484414807,-0.532393853,1.184632387,33923.46019,0.556777612,-0.348245744,NA,0.138063866
"102",206,"United States",1,6,54,47.10130845,8.62e+12,240133000,26.21836977,0.924164157,715,0.31,NA,9.37,1036,465,589013.257,131544.788,1986,3013,11.24980195,1.602116031,2.062329548,0.874244953,0.499357031,-0.620839392,-0.557172095,-0.484414807,-0.529401782,1.330728276,35896.77387,0.668091569,-0.291042398,NA,0.138063866
"103",206,"United States",1,1,9,46.61533624,8.92e+12,242289000,26.45376768,0.893829201,715,0.31,NA,9.44,1036,465,2581963.332,138180.184,1987,3013,11.24980195,8.281215796,2.202405503,0.874244953,0.499357031,-0.612232277,-0.557172095,-0.484414807,-0.527904358,1.401419836,36815.53847,0.719918768,-0.320782852,NA,0.112717193
"104",206,"United States",1,2,18,46.61533624,9.29e+12,244499000,26.69506145,0.90799904,715,0.3,NA,9.06,1036,465,1056457.295,129355.556,1988,3013,11.24980195,3.168690831,2.016113955,0.874244953,0.499357031,-0.658956615,-0.574762621,-0.484414807,-0.526369428,1.488606092,37996.06542,0.786511894,-0.306890712,NA,0.112717193
"105",206,"United States",1,1,9,46.61533624,9.63e+12,246819000,26.94836532,0.944405555,715,0.3,NA,8.65,1036,465,1364034.601,81781,1989,3013,11.24980195,4.19949413,1.011795396,0.874244953,0.499357031,-0.709369716,-0.574762621,-0.484414807,-0.5247581,1.568723193,39016.44525,0.844071175,-0.271197688,NA,0.112717193
"106",206,"United States",1,4,36,46.61533624,9.81e+12,249623000,27.25451361,1.12965052,715,0.29,33.02,9.36,1036,465,504514.612,97027.064,1990,3013,11.24980195,1.318930372,1.333646114,0.874244953,0.499357031,-0.62206898,-0.592353147,-0.484414807,-0.522810614,1.611138128,39299.26329,0.860024844,-0.089583134,0.068396056,0.112717193
"107",206,"United States",1,3,27,46.61533624,9.8e+12,252981000,27.62114913,1.336260741,715,0.3,33.03,9.34,1036,465,346354.0616,107015.279,1991,3013,11.24980195,0.788876906,1.544501465,0.874244953,0.499357031,-0.624528156,-0.574762621,-0.484414807,-0.520478355,1.608781743,38738.08705,0.828369083,0.112977962,0.068914731,0.112717193
"108",206,"United States",1,1,9,46.44948771,1.01e+13,256514000,28.00689161,1.386885692,715,0.31,33.05,8.89,1036,465,337329.5488,97131.478,1992,3013,11.24980195,0.758632485,1.335850337,0.874244953,0.499357031,-0.679859608,-0.557172095,-0.484414807,-0.518024551,1.679473302,39374.06925,0.864244624,0.162610771,0.069952083,0.104067093
"109",206,"United States",1,1,9,45.98109392,1.08e+13,263126000,28.72880764,1.226296089,715,0.33,33.07,9.23,1036,465,209840.9529,47403.596,1994,3013,11.24980195,0.331371882,0.286074175,0.874244953,0.499357031,-0.638053622,-0.521991043,-0.484414807,-0.513432264,1.844420274,41044.97465,0.958499831,0.005168386,0.070989435,0.079637251
"110",206,"United States",1,1,9,45.45341392,1.16e+13,269394000,29.41316481,1.16341162,715,0.33,33.09,8.58,1036,465,108210.5035,43576.346,1996,3013,11.18436194,-0.009228677,0.205279344,0.874244953,0.499357031,-0.717976831,-0.521991043,-0.484414807,-0.509078899,2.032931099,43059.60786,1.072144608,-0.05648368,0.072026787,0.052115241
"111",206,"United States",1,2,19,45.18930097,1.32e+13,279040000,30.46634116,1.148340047,715,0.33,33.13,9.22,1036,465,90002.327,51021.913,1999,3013,10.79773509,-0.070250892,0.362458344,0.874244953,0.499357031,-0.63928321,-0.521991043,-0.484414807,-0.502379383,2.409952748,47305.04587,1.311628329,-0.071259882,0.07410149,0.038339999
"112",206,"United States",1,1,10,45.23058486,1.38e+13,282162411,30.79730133,1.112768997,715,0.33,33.13,9.2,1036,465,78011.428,44346.921,2000,3013,10.67824729,-0.110436751,0.221546502,0.874244953,0.499357031,-0.641742385,-0.521991043,-0.484414807,-0.500274063,2.551335867,48908.00285,1.402050589,-0.106133815,0.07410149,0.040493228
"113",206,"United States",1,2,20,45.08487304,1.41e+13,287625193,31.39354993,0.927797486,715,0.33,33.24,9.44,1036,465,72501.502,49683.686,2002,3013,10.47543843,-0.128902515,0.334207819,0.874244953,0.499357031,-0.612232277,-0.521991043,-0.484414807,-0.496481178,2.622027426,49022.13138,1.408488541,-0.287480274,0.079806924,0.03289339
"114",206,"United States",1,1,10,45.08032159,1.45e+13,290107933,31.66453462,0.859481713,715,0.34,33.3,9.42,1036,465,68700.7601,58407.624,2003,3013,10.38578976,-0.141640182,0.518373759,0.874244953,0.499357031,-0.614691453,-0.504400517,-0.484414807,-0.494757377,2.716282839,49981.39779,1.462600434,-0.354457202,0.082918979,0.032656002
"115",206,"United States",1,1,10,45.07580289,1.51e+13,292805298,31.95894507,0.925483969,715,0.34,33.36,9.38,1036,465,81152.217,79625.365,2004,3013,10.29011435,-0.099910826,0.966289049,0.874244953,0.499357031,-0.619609804,-0.504400517,-0.484414807,-0.492884559,2.857665957,51570.10513,1.552218877,-0.289748451,0.086031034,0.032420322
"116",206,"United States",1,1,11,44.7062669,1.6e+13,306771529,33.53639923,0.876651299,715,0.29,33.69,8.92,1036,465,67186.0474,33390.156,2009,3013,9.821641564,-0.146716534,-0.009755341,0.874244953,0.499357031,-0.676170845,-0.592353147,-0.484414807,-0.482849982,3.069740635,52156.07867,1.585273446,-0.337624104,0.103147338,0.01314657
"117",206,"United States",1,2,21,44.06499907,1.7e+13,313877662,34.31324483,0.733599941,715,0.29,33.81,10.06,1036,465,68260.035,99092.252,2012,3013,9.599281391,-0.143117212,1.377243088,0.874244953,0.499357031,-0.535997831,-0.592353147,-0.484414807,-0.477908275,3.305379166,54161.22922,1.69838331,-0.477871957,0.109371448,-0.020299799
"118",210,"Venezuela, RB",1,1,83,24.72648943,NA,19275292,21.85283374,2.492624205,2044,0.5,NA,24.89,1421,388,146,54,1989,27,1.208741614,-0.37139209,-0.713495385,0.467127558,1.429235905,1.287480931,-0.222952102,1.815166514,-0.55717204,NA,NA,NA,1.246679141,NA,-1.028931295
"119",214,"Zambia",1,1,50,31.05637687,13719086270,12402073,17.2896676,3.571096577,1020,0.08,62.91,21.97,771,251,6.128,611.515,2008,25,2.015792037,-0.371860852,-0.701726013,-0.257224173,-0.140689466,0.928441283,-0.961754191,0.043329589,-0.586199471,-0.697243115,1106.192995,-1.294433317,2.304015728,1.618718174,-0.698785696
"120",215,"Zimbabwe",1,1,111,34.50949981,16009469333,10641501,27.50808065,2.509119078,657,0.18,48.43,22.3,666,208,394.1672,10467.70228,1992,10,0.902092196,-0.370560391,-0.493657822,-0.484575446,-0.394292795,0.969017681,-0.785848932,-0.584772758,-0.521197612,-0.696703413,1504.43714,-1.271968499,1.262850749,0.867675542,-0.51868244
